,filename,pBlockIODelays,pChildrenKernelMode,pChildrenUserMode,pCmdline,pCpuTimeKernelMode,pCpuTimeUserMode,pId,pInvoluntaryContextSwitches,pName,pNumThreads,pVirtualMemoryBytes,pVoluntaryContextSwitches,currentTime
0,2021_08_30_17_57_32_delta.json,0.0,0.0,0.0,python3 ./rudataall-psutil.py -p /./.cprofiles,1.0,4.0,14,22,python3,1,47714304,0,1630346323
